download,upload,ping,server,timestamp,bytes_sent,bytes_received,share,client
49172011.148271434,31050612.72792819,8.632,"{'url': 'http://velocimetro-poa.virtua.com.br:8080/speedtest/upload.php', 'lat': '-30.0331', 'lon': '-51.2300', 'name': 'Porto Alegre', 'country': 'Brazil', 'cc': 'BR', 'sponsor': 'Claro net vírtua', 'id': '14143', 'host': 'velocimetro-poa.virtua.com.br:8080', 'd': 115.2442329221508, 'latency': 8.632}",2021-10-16T20:54:46.389854Z,41631744,63180835,http://www.speedtest.net/result/12194672402.png,"{'ip': '186.208.31.25', 'lat': '-30.9196', 'lon': '-51.853', 'isp': 'Camaquanet Servico De Comunicacao Multimidia Eirel', 'isprating': '3.7', 'rating': '0', 'ispdlavg': '0', 'ispulavg': '0', 'loggedin': '0', 'country': 'BR'}"
41334782.0538949,30702673.88566185,7.09,"{'url': 'http://velocimetro-poa.virtua.com.br:8080/speedtest/upload.php', 'lat': '-30.0331', 'lon': '-51.2300', 'name': 'Porto Alegre', 'country': 'Brazil', 'cc': 'BR', 'sponsor': 'Claro net vírtua', 'id': '14143', 'host': 'velocimetro-poa.virtua.com.br:8080', 'd': 115.2442329221508, 'latency': 7.09}",2021-10-16T20:55:16.822677Z,38764544,55059952,http://www.speedtest.net/result/12194673753.png,"{'ip': '186.208.31.25', 'lat': '-30.9196', 'lon': '-51.853', 'isp': 'Camaquanet Servico De Comunicacao Multimidia Eirel', 'isprating': '3.7', 'rating': '0', 'ispdlavg': '0', 'ispulavg': '0', 'loggedin': '0', 'country': 'BR'}"
